2026-06-12 18:48:36 | INFO     | app.strategy.strategy_registry:57 | StrategyRegistry: registered 'one_side_orb' v1.0.0 (One-Side ORB).
2026-06-12 18:48:36 | INFO     | app.strategy.strategy_registry:57 | StrategyRegistry: registered 'opening_range_historical_validation' v1.0.0 (Opening Range Historical Validation).
2026-06-12 18:48:36 | INFO     | app.strategy.strategy_registry:143 | StrategyRegistry initialized: 2 strategy/ies — ['one_side_orb', 'opening_range_historical_validation']
2026-06-12 18:48:36 | INFO     | app.services.live_execution_service:205 | [live-exec] subscribed directly to signal engine (no portfolio).
2026-06-12 18:48:36 | INFO     | app.services.paper_trading_service:197 | [paper] subscribed directly to signal engine (no portfolio).
2026-06-12 18:48:36 | INFO     | app.services.portfolio_service:141 | [portfolio] subscribed to signal engine.
INFO:     Started server process [183997]
INFO:     Waiting for application startup.
2026-06-12 18:48:37 | INFO     | app.main:57 | Starting TradingBot [development]…
2026-06-12 18:48:37 | INFO     | app.database.mongodb:58 | Connecting to MongoDB (attempt 1/5): mongodb+srv://erp:***@cluster0.jrkiaw6.mongodb.net
2026-06-12 18:49:42 | INFO     | app.database.mongodb:77 | MongoDB connected. Database: 'trading_bot'
2026-06-12 18:49:43 | INFO     | apscheduler.scheduler:454 | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-06-12 18:49:43 | INFO     | app.scheduler.jobs.market_data_jobs:140 | Registered job: eod_candle_sync (Mon–Fri 15:45 IST)
2026-06-12 18:49:43 | INFO     | apscheduler.scheduler:454 | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-06-12 18:49:43 | INFO     | app.scheduler.jobs.market_data_jobs:153 | Registered job: pre_market_sync_check (Mon–Fri 08:30 IST)
2026-06-12 18:49:43 | INFO     | apscheduler.scheduler:454 | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-06-12 18:49:43 | INFO     | app.scheduler.jobs.strategy_jobs:216 | Registered job: daily_osd_detection (Mon–Fri 16:00 IST)
2026-06-12 18:49:43 | INFO     | apscheduler.scheduler:454 | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-06-12 18:49:43 | INFO     | app.scheduler.jobs.strategy_jobs:229 | Registered job: daily_probability_update (Mon–Fri 16:15 IST)
2026-06-12 18:49:43 | INFO     | apscheduler.scheduler:454 | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-06-12 18:49:43 | INFO     | app.scheduler.jobs.strategy_jobs:242 | Registered job: daily_shortlist_generation (Mon–Fri 16:30 IST)
2026-06-12 18:49:43 | INFO     | apscheduler.scheduler:454 | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-06-12 18:49:43 | INFO     | app.scheduler.jobs.strategy_jobs:254 | Registered job: daily_orhv_shortlist (Mon–Fri 16:35 IST)
2026-06-12 18:49:43 | INFO     | apscheduler.scheduler:454 | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-06-12 18:49:43 | INFO     | app.scheduler.jobs.live_engine_jobs:146 | Registered job: live_market_open_init (Mon–Fri 09:10 IST)
2026-06-12 18:49:43 | INFO     | apscheduler.scheduler:454 | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-06-12 18:49:43 | INFO     | app.scheduler.jobs.live_engine_jobs:158 | Registered job: live_signal_engine_start (Mon–Fri 09:15 IST)
2026-06-12 18:49:43 | INFO     | apscheduler.scheduler:454 | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-06-12 18:49:43 | INFO     | app.scheduler.jobs.live_engine_jobs:170 | Registered job: live_signal_engine_stop (Mon–Fri 11:30 IST)
2026-06-12 18:49:43 | INFO     | apscheduler.scheduler:454 | Adding job tentatively -- it will be properly scheduled when the scheduler starts
